"Timestamp","Tweets","Status"
"2019-10-13 13:37:43","b'\xef\xbb\xbfDealing with @LindseyGrahamSC and many members of Congress, including Democrats, about imposing powerful Sanctions on Turkey. Treasury is ready to go, additional legislation may be sought. There is great consensus on this. Turkey has asked that it not be done. Stay tuned!'","Tweet"
"2019-10-13 13:09:21","b'\xef\xbb\xbf.....The Kurds and Turkey have been fighting for many years. Turkey considers the PKK the worst terrorists of all. Others may want to come in and fight for one side or the other. Let them! We are monitoring the situation closely. Endless Wars!'","Tweet"
"2019-10-13 13:09:21","b'\xef\xbb\xbfDo you remember two years ago when Iraq was going to fight the Kurds in a different part of Syria. Many people wanted us to fight with the Kurds against Iraq, who we just fought for. I said no, and the Kurds left the fight, twice. Now the same thing is happening with Turkey......'","Tweet"
"2019-10-13 12:57:08","b'\xef\xbb\xbfVery smart not to be involved in the intense fighting along the Turkish Border, for a change. Those that mistakenly got us into the Middle East Wars are still pushing to fight. They have no idea what a bad decision they have made. Why are they not asking for a Declaration of War?'","Tweet"
"2019-10-13 12:31:29","b'\xef\xbb\xbfThe Media is not talking about the big Republican victory last night in Louisiana where a sitting Democrat Governor was forced into a runoff by not getting 50%. Big upset! Now @EddieRispone, who will be a great Governor, will win!'","Tweet"
"2019-10-13 12:24:47","b'\xef\xbb\xbfA despicable human being! https://t.co/3KpgUuRaXU'","Tweet"
"2019-10-13 05:11:02","b'\xef\xbb\xbfCongratulations to the Great State of Louisiana. A big night. You will soon have a new and wonderful Governor, @EddieRispone. Your Taxes and Car Insurance Payments will go DOWN!'","Tweet"
"2019-10-13 04:33:07","b'\xef\xbb\xbfCA Republicans tried to repeal new gas tax. Unfortunately Dem/Socialists/Media rejected it. Now we pay the price here in CA... https://t.co/c6gqGGEK2h'","RT"
"2019-10-13 04:31:50","b'\xef\xbb\xbfDid Mueller lie to Congress about meeting with Trump before he took the special counsel job? | Fox News \xe2\x81\xa6@GreggJarrett\xe2\x81\xa9  https://t.co/UljR1jFaIj'","RT"
"2019-10-13 04:31:20","b'\xef\xbb\xbfThanks Brian! https://t.co/GnOy2Wn8kH'","RT"
"2019-10-13 04:17:39","b'\xef\xbb\xbfhttps://t.co/KeCSTIVms0'","RT"
"2019-10-13 04:06:38","b'\xef\xbb\xbfThe same people that got us into the Middle East Quicksand, 8 Trillion Dollars and many thousands of lives (and millions of lives when you count the other side), are now fighting to keep us there. Don\xe2\x80\x99t listen to people that haven\xe2\x80\x99t got a clue. They have proven to be inept!'","Tweet"
"2019-10-13 03:13:10","b'\xef\xbb\xbfThe Governor of Louisiana, John Bel Edwards, has done a poor job. NOW HE IS IN A RUNOFF WITH A GREAT REPUBLICAN, @EddieRispone. Thank you Louisiana! 66% down to 47% after I explained what a bad job the Governor was doing.'","Tweet"
"2019-10-12 21:20:06","b'\xef\xbb\xbfThe Endless Wars Must End!'","Tweet"
"2019-10-12 20:57:56","b'\xef\xbb\xbfhttps://t.co/YBmYOsGdK3 https://t.co/LWCWvpeIqn'","RT"
"2019-10-12 20:57:31","b'\xef\xbb\xbfStart thinking about getting bigger tractors! https://t.co/MhmvNhAA4r'","Tweet"
"2019-10-12 20:56:35","b'\xef\xbb\xbfThat is the real story! https://t.co/fG3zvMIaxp'","Tweet"
"2019-10-12 20:55:59","b'\xef\xbb\xbfThere has been a lot of noise since @SpeakerPelosi decided to call for impeachment before having the facts. Here are a few important questions:'","RT"
"2019-10-12 20:48:12","b'\xef\xbb\xbfWhy won\xe2\x80\x99t the media ask these questions to @RepAdamSchiff or @SpeakerPelosi?'","RT"
"2019-10-12 20:48:12","b'\xef\xbb\xbfWhy won\xe2\x80\x99t Democrats focus on helping the country, instead of attacking the President with this unfair and partisan process?'","RT"
"2019-10-12 20:12:52","b'\xef\xbb\xbfHappy National Farmers Day! https://t.co/zqhaDCikQg'","Tweet"
"2019-10-12 19:48:14","b'\xef\xbb\xbf\xe2\x80\x9cLockdown\xe2\x80\x9d?? \n#FakeNews\n\n@SecPompeo gave me unprecedented access at State this week. Answered all my questions about Ukraine, the call, Syria and much more. \n\nhttps://t.co/zIItsKMfUI'","RT"
"2019-10-12 19:13:52","b'\xef\xbb\xbfhttps://t.co/YBmYOsGdK3 https://t.co/LWCWvpeIqn'","Tweet"
"2019-10-12 19:08:53","b'\xef\xbb\xbfhttps://t.co/0DTxsaGKZ1'","Tweet"
"2019-10-12 15:11:39","b'\xef\xbb\xbfSo now they are after the legendary \xe2\x80\x9ccrime buster\xe2\x80\x9d and greatest Mayor in the history of NYC, Rudy Giuliani. He may seem a little rough around the edges sometimes, but he is also a great guy and wonderful lawyer. Such a one sided Witch Hunt going on in USA. Deep State. Shameful!'","Tweet"
"2019-10-12 14:16:10","b'\xef\xbb\xbfLouisiana, get out and vote REPUBLICAN before going to the big game today. A runoff will be a tremendous win for your Great State - lower taxes and car insurance, and better protection of your 2nd Amendment! Fantastic being with you last night!'","Tweet"
"2019-10-12 14:09:12","b'\xef\xbb\xbf....Other aspects of the deal are also great - technology, financial services, 16-20 Billion in Boeing Planes etc., but WOW, the Farmers really hit pay dirt! @ChuckGrassley @joniernst @debfisher @BenSasse  Thank you to all Republicans in Congress for your invaluable help!'","Tweet"
"2019-10-12 14:09:12","b'\xef\xbb\xbfThe deal I just made with China is, by far, the greatest and biggest deal ever made for our Great Patriot Farmers in the history of our Country. In fact, there is a question as to whether or not this much product can be produced? Our farmers will figure it out. Thank you China!'","Tweet"
"2019-10-12 13:49:42","b'\xef\xbb\xbfThe case of Major Mathew Golsteyn is now under review at the White House. Mathew is a highly decorated Green Beret who is being tried for killing a Taliban bombmaker. We train our boys to be killing machines, then prosecute them when they kill! @PeteHegseth'","Tweet"
"2019-10-12 13:13:52","b'\xef\xbb\xbf\xe2\x80\x9cSchiff aides worked with Whistleblower.\xe2\x80\x9d @foxandfriends  @RepLeeZeldin  Schiff is a lying mess!'","Tweet"
"2019-10-12 03:49:29","b'\xef\xbb\xbfLOUISIANA \xe2\x80\x94 Tomorrow, you will head to the polls and VOTE to REPLACE Liberal Democrat John Bel Edwards with a great new REPUBLICAN Governor! Get out and vote for either @DocAbraham or @EddieRispone (BOTH GREAT)! https://t.co/Qyu6z9nZXr'","Tweet"
"2019-10-12 03:48:09","b'\xef\xbb\xbfLouisiana REPUBLICANS, thank you for a great evening. Get out TOMORROW and VOTE REPUBLICAN! Send the Radical Democrat establishment a loud and clear message that you are going to FIRE your Democrat Governor, John Bel Edwards and send a Great Republican to the Governor\xe2\x80\x99s Mansion! https://t.co/4GHVNz8lda'","Tweet"
"2019-10-12 03:25:36","b'\xef\xbb\xbf\xe2\x80\x9cI never saw so many subpoenas!\xe2\x80\x9d @ShannonBream  @FoxNews  The Democrats have gone Crazy. Just read the Transcript, or listen to the New Ukraine President\xe2\x80\x99s statement, NO PRESSURE! This is a Democrat Con Job. Impeach Schiff for FRAUD!'","Tweet"
"2019-10-12 03:25:34","b'\xef\xbb\xbfSo funny to watch Steve Kerr grovel and pander when asked a simple question about China. He chocked, and looks weak and pathetic. Don\xe2\x80\x99t want him at the White House!'","Tweet"
"2019-10-12 02:58:08","b'\xef\xbb\xbfWHERE\xe2\x80\x99S HUNTER?'","Tweet"
"2019-10-12 02:21:04","b'\xef\xbb\xbfPresident @realDonaldTrump has arrived at the James E. Sudduth Coliseum in Lake Charles, Louisiana. Get out TOMORROW and VOTE REPUBLICAN! #GeauxGOP #LAGov @DocAbraham @EddieRispone https://t.co/phQcL85MrF https://t.co/Zmz23NamhI'","RT"
"2019-10-12 02:20:48","b'\xef\xbb\xbfThank you Kevin McAleenan for your dedication and service to our country! You have done great work securing our border and we are thankful for your continued support of President @realDonaldTrump and our entire Administration.'","RT"
"2019-10-12 02:19:59","b""\xef\xbb\xbfBiden's Ukraine warning \xf0\x9f\x91\x87 https://t.co/KYzpnLIrMX https://t.co/JN0ph3cuCb""","RT"
"2019-10-12 02:18:27","b'\xef\xbb\xbfPresident Trump departing the @WhiteHouse shortly for Louisiana! https://t.co/la6tL5LbUX'","RT"
"2019-10-12 02:17:17","b'\xef\xbb\xbfIs he leaving due to bad ratings, or some other less important reason? https://t.co/XBr7xVgarc'","Tweet"
"2019-10-11 23:55:42","b'\xef\xbb\xbfJust landed in Louisiana! Vote against John Bel Edwards, he has the worst jobs record in the United States. Louisiana will do much better by electing a REPUBLICAN. See everyone soon! @LAGOP https://t.co/V1rVXEEuso'","Tweet"
"2019-10-11 23:46:31","b'\xef\xbb\xbf....Congratulations Kevin, on a job well done! I will be announcing the new Acting Secretary next week. Many wonderful candidates!'","Tweet"
"2019-10-11 23:46:30","b'\xef\xbb\xbfKevin McAleenan has done an outstanding job as Acting Secretary of Homeland Security. We have worked well together with Border Crossings being way down. Kevin now, after many years in Government, wants to spend more time with his family and go to the private sector....'","Tweet"
"2019-10-11 23:23:55","b'\xef\xbb\xbfWomen are absolutely critical to the National Security of a Nation &amp; need to be brought to the negotiating table during peace talks. Great being at the @statedept addressing the #WarsawProcess today w/ Brian Hook on #WGDP and #WPS.\n\xf0\x9f\x8e\xa5: https://t.co/8PkZKiAH6V'","RT"
"2019-10-11 23:23:11","b'\xef\xbb\xbfA terrible and very dishonest person! https://t.co/bomdDcHTT4'","Tweet"
"2019-10-11 23:21:44","b'\xef\xbb\xbfPresident @realDonaldTrump has authorized a new executive order giving @USTreasury, in consultation with himself and @SecPompeo, significant new sanctions authorities that can be targeted at any person associated with the government of Turkey. https://t.co/j0Zrd9MmB2'","RT"
"2019-10-11 23:21:32","b""\xef\xbb\xbfMcCabe's admission... https://t.co/HrXgIIHolO""","RT"
"2019-10-11 23:21:10","b'\xef\xbb\xbfWe love you @MinneapolisPD, THANK YOU! #LESM https://t.co/fkOL8dCNP2'","RT"
"2019-10-11 17:29:12","b'\xef\xbb\xbfWe love you @MinneapolisPD, THANK YOU! #LESM https://t.co/fkOL8dCNP2'","Tweet"
"2019-10-11 15:48:26","b'\xef\xbb\xbfNFL FLASHBACK https://t.co/wDAMnrpYPY'","RT"
"2019-10-11 15:47:44","b'\xef\xbb\xbfReally good news! https://t.co/dbc6AgzNPx'","Tweet"
"2019-10-11 15:47:11","b'\xef\xbb\xbfThe old barriers along our southern border were built to defend against vehicle crossings\xe2\x80\x94and not much else.\n\nHow comprehensive technology will keep our borders safe, strong, and secure: https://t.co/JTGOd8e6Gw'","RT"
"2019-10-11 15:46:23","b'\xef\xbb\xbfBeing in contact with a key witness and then lying about it renders Adam Schiff unqualified to lead a fair and just inquiry. Members of the House @FreedomCaucus call on Speaker Pelosi to request the immediate recusal of Adam Schiff. https://t.co/jeoFINtkDF'","RT"
"2019-10-11 15:46:09","b'\xef\xbb\xbf""It breaks my heart every time I speak to one of these victims."" @ICEgov can intervene before preventable crimes happen by removing individuals who have no right to be in our communities. https://t.co/dKlM8PV7OB'","RT"
"2019-10-11 15:45:45","b'\xef\xbb\xbf#HANNITY: Sean lays out what\xe2\x80\x99s REALLY behind the Dems\xe2\x80\x99 impeachment hysteria and all of their phony witch hunts. Watch! https://t.co/qVAHiJNLQk'","RT"
"2019-10-11 15:45:30","b'\xef\xbb\xbfCollins RIPS Dems: \xe2\x80\x9cConducting an impeachment investigation behind closed doors isn\xe2\x80\x99t just unprecedented\xe2\x80\x94it\xe2\x80\x99s un-American."" https://t.co/ZwjBnBn705 https://t.co/xNhhMo7sqa'","RT"
"2019-10-11 15:44:19","b'\xef\xbb\xbfSo Great! https://t.co/WZSY7E0A2M'","Tweet"
"2019-10-11 15:43:55","b'\xef\xbb\xbfIn Kansas City today, Gov. Mike Parson, U.S. Sen @RoyBlunt, presidential advisor @IvankaTrump,  @HHSGov Secretary Alex Azar and @ACFHHS Assistant Secretary Lynn Johnson held a discussion on improving access to child care for working families.\n\n\xf0\x9f\x93\xb7: @GovParsonMO https://t.co/J2HmAXzzuw'","RT"
"2019-10-11 15:43:38","b'\xef\xbb\xbfReally? https://t.co/7Wap0kKXyi'","RT"
