"URL","Title","Visit Count","Last Accessed Date-Time (GMT)","Duration of Last Accessed (in seconds)"
"https://fs.singaporetech.edu.sg/adfs/ls/?SAMLRequest=jdHJasMwEAbge6HvYHS3FjteIuxAaC%2bB9JK0PfRSZHm8gC25Grnk8as0lPbY2yz88DFT7Vc%2fmBN8rIA%2bOjzWBNU8uVv%2fvu0K1ZUb1QmebPIkKUXT5blu0rYAUWwFiV7B4WhNTRLKSXRAXOFg0Cvjw4iLbSx4LNJnXso0k5zTLC2FKJI3Eu0RwfmQfbAG1xncGdznqOHldKzJ4P2CkrELjh4ojqZXi3XgQQ8U2pViz9pkYtPCVPCzyfajYVf58VrRsCPRZZ4M1mR1RlqFI0qjZkDptTzvn44ygOXirLfaTmR3fxdF1Tff%2fSeofvBk90OFpmjLgidxKbSON0q3ocryuCkSlXW8yJVW1IMJp0HauLEfPC5KA9V2%2fqVX7IYIoIr9%2fc3uCw%3d%3d","Sign In","5","2019-10-13 22:11:02","0"
"https://add0n.com/sqlite-manager.html?rd=feedback&name=SQLite%20Manager&version=0.2.7","User Voice :: add0n.com","1","2019-10-13 22:03:39","0"
"https://add0n.com/feedback.html?name=SQLite%20Manager&version=0.2.7","User Voice :: add0n.com","1","2019-10-13 22:03:39","5"
"https://www.youtube.com/","YouTube","3","2019-10-13 22:02:24","4194"
"https://www.facebook.com/","Facebook – log in or sign up","12","2019-10-13 21:47:12","0"
"http://cs.wellesley.edu/~srosassm/cs234/google/sql_chrome_srosassm.html#sec4","Week10-SQL-for-Chrome-History","3","2019-10-13 20:46:56","0"
"http://cs.wellesley.edu/~srosassm/cs234/google/sql_chrome_srosassm.html","Week10-SQL-for-Chrome-History","1","2019-10-13 20:38:31","0"
"https://www.google.com/search?q=extracting+visit+duration+from+google+chrome&oq=extracting+visit+duration+from+google+chrome&aqs=chrome..69i57.9929j1j1&sourceid=chrome&ie=UTF-8","extracting visit duration from google chrome - Google Search","3","2019-10-13 20:38:29","0"
"chrome-extension://njognipnngillknkhikjecpnbkefclfe/data/manager/index.html","SQLite Manager","2","2019-10-13 20:35:39","0"
"https://chrome.google.com/webstore/search/sqlite?hl=en","Chrome Web Store - sqlite","1","2019-10-13 20:35:31","0"
"https://chrome.google.com/webstore/category/extensions?hl=en","Chrome Web Store - Extensions","2","2019-10-13 20:35:15","51"
"https://www.google.com/search?q=extension&oq=extension&aqs=chrome.0.69i59j0l2j69i60l2j69i61.3042j0j1&sourceid=chrome&ie=UTF-8","extension - Google Search","3","2019-10-13 20:35:13","0"
"http://add0n.com/sqlite-manager.html","SQLite Manager :: add0n.com","1","2019-10-13 20:34:43","16"
"https://add0n.com/sqlite-manager.html","SQLite Manager :: add0n.com","1","2019-10-13 20:34:43","0"
"https://getadblock.com/installed/?u=53zrlwus69768963&lg=en-US&dc=false","AdBlock is now installed!","1","2019-10-13 20:29:29","0"
"https://chrome.google.com/webstore/detail/adblock/gighmmpiobklfepjocnamgkkbiglidom","AdBlock - Chrome Web Store","2","2019-10-13 20:29:29","0"
"https://chrome.google.com/webstore/detail/adblock/gighmmpiobklfepjocnamgkkbiglidom/related","AdBlock - Chrome Web Store","1","2019-10-13 20:29:28","0"
"https://www.google.com/search?newwindow=1&ei=ihijXcHmB8vorQGprLioDw&q=adblock+extension&oq=ad+block&gs_l=psy-ab.3.0.0i10i67l2j0i67l2j0i10l3j0l2j0i10.17589.18407..19158...0.4..0.62.386.8....2..0....1..gws-wiz.......0i71j0i273j0i131.v8TgKWNJKzs","adblock extension - Google Search","3","2019-10-13 20:29:18","0"
"http://add0n.com/sqlite-manager.html?version=0.2.7&type=install","SQLite Manager :: add0n.com","1","2019-10-13 20:29:08","0"
"https://add0n.com/sqlite-manager.html?version=0.2.7&type=install","SQLite Manager :: add0n.com","1","2019-10-13 20:29:08","0"
"https://chrome.google.com/webstore/detail/sqlite-manager/njognipnngillknkhikjecpnbkefclfe","SQLite Manager - Chrome Web Store","2","2019-10-13 20:29:08","0"
"https://chrome.google.com/webstore/detail/sqlite-manager/njognipnngillknkhikjecpnbkefclfe/related","SQLite Manager - Chrome Web Store","1","2019-10-13 20:29:07","0"
"https://www.google.com/search?q=sqlite+extension&oq=sqlite+extension&aqs=chrome..69i57j0l5.5714j0j1&sourceid=chrome&ie=UTF-8","sqlite extension - Google Search","3","2019-10-13 20:28:58","522"
"https://stackoverflow.com/questions/43435216/sql-after-the-join-remove-duplicate-rows","select - SQL after the JOIN remove duplicate rows - Stack Overflow","1","2019-10-13 20:28:28","0"
"https://www.google.com/search?q=how+to+apply+python+interpretor+for+all+project&oq=how+to+apply+python+interpretor+for+all+project&aqs=chrome..69i57j33l2.14694j0j1&sourceid=chrome&ie=UTF-8","how to apply python interpretor for all project - Google Search","3","2019-10-13 20:22:16","0"
"https://www.python.org/downloads/release/python-2716/","Python Release Python 2.7.16 | Python.org","2","2019-10-13 20:12:59","14"
"https://www.python.org/download/releases/2.7/","Python 2.7.0 Release | Python.org","1","2019-10-13 20:12:21","0"
"https://www.google.com/search?q=download+python+2.7&oq=download+python2&aqs=chrome.1.0l6.4399j0j1&sourceid=chrome&ie=UTF-8","download python 2.7 - Google Search","3","2019-10-13 20:12:19","0"
"https://www.jetbrains.com/help/idea/configuring-local-python-interpreters.html","Configure system interpreters - Help | IntelliJ IDEA","1","2019-10-13 20:12:04","0"
"https://www.jetbrains.com/pycharm/download/#section=windows","Download PyCharm: Python IDE for Professional Developers by JetBrains","2","2019-10-13 20:11:52","0"
"https://www.jetbrains.com/pycharm/download/","Download PyCharm: Python IDE for Professional Developers by JetBrains","2","2019-10-13 20:11:50","0"
"https://www.google.com/search?q=pycharm&oq=pycharm&aqs=chrome.0.69i59j0l2j69i60l3.1188j0j1&sourceid=chrome&ie=UTF-8","pycharm - Google Search","3","2019-10-13 20:11:49","15"
"https://www.python.org/downloads/","Download Python | Python.org","1","2019-10-13 20:11:25","40"
"https://stackoverflow.com/questions/19645527/trying-to-get-pycharm-to-work-keep-getting-no-python-interpreter-selected","Trying to get PyCharm to work, keep getting ""No Python interpreter selected"" - Stack Overflow","1","2019-10-13 20:09:40","41"
"https://www.jetbrains.com/help/pycharm/configuring-python-interpreter.html","Configure a Python interpreter - Help | PyCharm","1","2019-10-13 20:06:32","0"
"https://www.google.com/search?q=no+python+interpreter+configured+for+the+project&oq=no+python&aqs=chrome.0.0j69i57j0l4.2294j0j1&sourceid=chrome&ie=UTF-8","no python interpreter configured for the project - Google Search","3","2019-10-13 20:06:31","0"
"https://xsite.singaporetech.edu.sg/d2l/le/content/33846/Home","Assignments - ICT2203-Network Security [2019/20 T1]","2","2019-10-13 20:04:28","0"
"https://xsite.singaporetech.edu.sg/d2l/home/33846","Homepage - ICT2203-Network Security [2019/20 T1]","2","2019-10-13 20:04:25","0"
"https://fs.singaporetech.edu.sg/adfs/ls/?SAMLRequest=jdHJasMwEAbge6HvYHS3FjteIuxAaC%2bB9JK0PfRSZHm8gC25Grnk8as0lPbY2yz88DFT7Vc%2fmBN8rIA%2bOjzWBNU8uVv%2fvu0K1ZUb1QmebPIkKUXT5blu0rYAUWwFiV7B4WhNTRLKSXRAXOFg0Cvjw4iLbSx4LNJnXso0k5zTLC2FKJI3Eu0RwfmQfbAG1xncGdznqOHldKzJ4P2CkrELjh4ojqZXi3XgQQ8U2pViz9pkYtPCVPCzyfajYVf58VrRsCPRZZ4M1mR1RlqFI0qjZkDptTzvn44ygOXirLfaTmR3fxdF1Tff%2fSeofvBk90OFpmjLgidxKbSON0q3ocryuCkSlXW8yJVW1IMJp0HauLEfPC5KA9V2%2fqVX7IYIoIr9%2fc3uCw%3d%3d&client-request-id=5bb81b87-aeb5-498e-d811-0080010400bb","Working...","2","2019-10-13 20:04:21","14"
"https://winaero.com/blog/clear-recent-folders-files-windows-10/","How To Clear Frequent Folders and Recent Files in Windows 10","1","2019-10-13 20:03:20","0"
"https://www.google.com/search?q=remove+frequent+folders+windows+10&oq=remove+frequent+&aqs=chrome.1.69i57j0l5.4157j1j1&sourceid=chrome&ie=UTF-8","remove frequent folders windows 10 - Google Search","3","2019-10-13 20:02:12","0"
"https://app.slack.com/client/TJFC35FCH/DP05TUFA7","Slack | chek | sit-ict2x01-2019t1","2","2019-10-13 19:27:20","0"
"https://app.slack.com/client/TJFC35FCH/CMPJHA1U5","Slack | team21 | sit-ict2x01-2019t1","3","2019-10-13 19:27:08","0"
"https://app.slack.com/client/TJFC35FCH/CJMM6GSP7","Slack | general | sit-ict2x01-2019t1","3","2019-10-13 19:27:05","0"
"https://outlook.office365.com/mail/inbox/id/AAMkAGFmODJmZDVjLTFmYTctNDAxYi1iYTNlLTYzOWNlN2UxZmZkYQBGAAAAAACFUT0LcM0iSJmD87%2BkWarRBwDuyRgZtXVcRJ4vKHwDA%2F6gAAAAAAEPAADuyRgZtXVcRJ4vKHwDA%2F6gAAFFWQZzAAA%3D","Mail - ZHUO GUOBAO - Outlook","1","2019-10-13 19:27:00","25"
"https://outlook.office365.com/mail/drafts/id/AAMkAGFmODJmZDVjLTFmYTctNDAxYi1iYTNlLTYzOWNlN2UxZmZkYQBGAAAAAACFUT0LcM0iSJmD87%2BkWarRBwDuyRgZtXVcRJ4vKHwDA%2F6gAAAAAAEPAADuyRgZtXVcRJ4vKHwDA%2F6gAAFFWQZzAAA%3D","Mail - ZHUO GUOBAO - Outlook","1","2019-10-13 19:26:55","0"
"https://outlook.office365.com/mail/compose/AAMkAGFmODJmZDVjLTFmYTctNDAxYi1iYTNlLTYzOWNlN2UxZmZkYQBGAAAAAACFUT0LcM0iSJmD87%2BkWarRBwDuyRgZtXVcRJ4vKHwDA%2F6gAAAAAAEPAADuyRgZtXVcRJ4vKHwDA%2F6gAAFFWQZzAAA%3D","Mail - ZHUO GUOBAO - Outlook","1","2019-10-13 19:26:51","0"
"https://outlook.office365.com/mail/drafts","Mail - ZHUO GUOBAO - Outlook","1","2019-10-13 19:26:49","0"
"https://app.slack.com/client/TJFC35FCH/DP05TUFA7/files","Slack | chek | sit-ict2x01-2019t1","1","2019-10-13 19:25:56","0"
"https://xsite.singaporetech.edu.sg/d2l/lms/dropbox/user/folders_list.d2l?isprv=False&bp=0&ou=33870","Dropbox Folders - ICT2101/ICT2201-Introduction to Software Engineering [2019/20 T1] - Singapore Institute of Technology","1","2019-10-13 19:25:37","0"
"https://xsite.singaporetech.edu.sg/d2l/lms/dropbox/user/folder_submit_files.d2l?db=17777&grpid=0&isprv=0&bp=0&ou=33870","Review Assignment Submission - ICT2101/ICT2201-Introduction to Software Engineering [2019/20 T1] - Singapore Institute of Technology","2","2019-10-13 19:25:34","0"
"https://xsite.singaporetech.edu.sg/d2l/lms/dropbox/user/folder_submit_files_results.d2l?ou=33870&bp=0&sid=284151","Review Assignment Submission - ICT2101/ICT2201-Introduction to Software Engineering [2019/20 T1] - Singapore Institute of Technology","1","2019-10-13 19:25:34","0"
"https://xsite.singaporetech.edu.sg/d2l/common/dialogs/file/main.d2l?d2l_body_type=2&ou=33870","","1","2019-10-13 19:22:51","0"
"https://xsite.singaporetech.edu.sg/d2l/common/dialogs/file/main.d2l?d2l_body_type=2&ou=33870&area=mycomputer&f=0&af=mycomputer,mylocker,grouplocker,learningportfolio&am=1&fsc=0&asc=0&mfs=0&afid=0&uih=&path=&d2l_stateScopes=%7B1%3A%5B%27gridpagenum%27,%27search%27,%27pagenum%27%5D,2%3A%5B%27lcs%27%5D,3%3A%5B%27grid%27,%27pagesize%27,%27htmleditor%27,%27hpg%27%5D%7D&d2l_stateGroups=%5B%27page%27%5D&d2l_statePageId=39&d2l_state_page=%7B%27Name%27%3A%27page%27%7D&d2l_change=0","","1","2019-10-13 19:22:51","0"
"https://xsite.singaporetech.edu.sg/d2l/lms/dropbox/dropbox.d2l?ou=33870","Dropbox Folders - ICT2101/ICT2201-Introduction to Software Engineering [2019/20 T1] - Singapore Institute of Technology","1","2019-10-13 19:22:45","29"
"https://xsite.singaporetech.edu.sg/d2l/lms/dropbox/user/folders_list.d2l?ou=33870&isprv=0","Dropbox Folders - ICT2101/ICT2201-Introduction to Software Engineering [2019/20 T1] - Singapore Institute of Technology","1","2019-10-13 19:22:45","0"
"https://xsite.singaporetech.edu.sg/d2l/home/33870","Homepage - ICT2101/ICT2201-Introduction to Software Engineering [2019/20 T1]","1","2019-10-13 19:22:42","0"
"https://fs.singaporetech.edu.sg/adfs/ls/?SAMLRequest=jdHJasMwEAbge6HvYHS3FjteIuxAaC%2bB9JK0PfRSZHm8gC25Grnk8as0lPbY2yz88DFT7Vc%2fmBN8rIA%2bOjzWBNU8uVv%2fvu0K1ZUb1QmebPIkKUXT5blu0rYAUWwFiV7B4WhNTRLKSXRAXOFg0Cvjw4iLbSx4LNJnXso0k5zTLC2FKJI3Eu0RwfmQfbAG1xncGdznqOHldKzJ4P2CkrELjh4ojqZXi3XgQQ8U2pViz9pkYtPCVPCzyfajYVf58VrRsCPRZZ4M1mR1RlqFI0qjZkDptTzvn44ygOXirLfaTmR3fxdF1Tff%2fSeofvBk90OFpmjLgidxKbSON0q3ocryuCkSlXW8yJVW1IMJp0HauLEfPC5KA9V2%2fqVX7IYIoIr9%2fc3uCw%3d%3d&client-request-id=63eb5394-a6c0-4bc1-06ac-008001000002","Working...","2","2019-10-13 19:22:37","0"
"http://www.singaporepools.com.sg/en/product/Pages/4d_results.aspx","Singaporepools – Latest 4D Results","1","2019-10-13 19:15:56","0"
"https://www.google.com/search?q=4d+results&oq=4d+rs&aqs=chrome.1.69i57j0l5.3659j0j1&sourceid=chrome&ie=UTF-8","4d results - Google Search","3","2019-10-13 19:15:54","0"
"https://flutter.dev/docs/development/ui/interactive","Adding interactivity to your Flutter app - Flutter","1","2019-10-13 19:15:47","0"
"https://github.com/flutter/website/blob/master/examples/layout/lakes/interactive/images/lake.jpg","website/lake.jpg at master · flutter/website · GitHub","1","2019-10-13 19:02:26","0"
"https://github.com/flutter/website/tree/master/examples/layout/lakes/interactive/images/lake.jpg","website/lake.jpg at master · flutter/website · GitHub","1","2019-10-13 18:58:25","5"
"http://127.0.0.1:51442/?hide=debugger&ide=VSCode&theme=dark&uri=http%3A%2F%2F127.0.0.1%3A51367%2F71B0WjQXwdc%3D%2F","Dart DevTools","1","2019-10-13 18:54:27","0"
"https://github.com/flutter/website/tree/master/examples/layout/lakes/interactive/lib/main.dart","website/main.dart at master · flutter/website · GitHub","1","2019-10-13 18:53:43","0"
"https://github.com/flutter/website/blob/master/examples/layout/lakes/interactive/lib/main.dart","website/main.dart at master · flutter/website · GitHub","1","2019-10-13 18:53:43","0"
"https://flutter.dev/docs/reference/tutorials","Tutorials - Flutter","1","2019-10-13 18:52:34","0"
"https://www.google.com/search?newwindow=1&ei=zPeiXabxBsOFyAPZqL_ABQ&q=flutter+tutorial&oq=flutter+&gs_l=psy-ab.3.1.0i67l7j0l3.2398.2398..5076...0.3..0.43.43.1......0....1..gws-wiz.......0i71.AxlT5R2T_X4","flutter tutorial - Google Search","3","2019-10-13 18:52:19","0"
"https://www.google.com/search?q=flutter+setup&oq=flutter+set&aqs=chrome.2.69i57j0l5.3958j1j1&sourceid=chrome&ie=UTF-8","flutter setup - Google Search","4","2019-10-13 18:52:13","0"
"https://developer.android.com/studio/run/oem-usb.html#InstallingDriver","Install OEM USB drivers  |  Android Developers","4","2019-10-13 18:50:52","0"
"https://flutter.dev/docs/get-started/install/windows","Windows install - Flutter","5","2019-10-13 18:47:36","0"
"https://flutter.dev/docs/get-started/install","Install - Flutter","2","2019-10-13 18:47:33","0"
"https://developer.android.com/studio/run/emulator-acceleration","Configure hardware acceleration for the Android Emulator","10","2019-10-13 18:46:23","0"
"https://flutter.dev/docs/get-started/test-drive?tab=vscode","Test drive - Flutter","1","2019-10-13 18:44:10","0"
"https://flutter.dev/docs/get-started/test-drive","Test drive - Flutter","1","2019-10-13 18:43:32","0"
"https://www.google.com/search?q=flutter+project&oq=flutter+projec&aqs=chrome.2.0j69i57j0l4.3673j1j1&sourceid=chrome&ie=UTF-8","flutter project - Google Search","3","2019-10-13 18:43:30","4"
"https://developer.android.com/studio/run/win-usb","Get the Google USB Driver  |  Android Developers","37","2019-10-13 18:42:33","0"
"https://developer.android.com/studio/run/oem-usb#Drivers","Install OEM USB drivers  |  Android Developers","10","2019-10-13 18:42:17","0"
"https://consumer.huawei.com/en/support/search/?keyword=oem%20drivers&t=SearchSuggest","HUAWEI Search-Product,Manual,Usage Tips,FAQs,Softwares|HUAWEI Support Global","1","2019-10-13 18:41:42","0"
"https://consumer.huawei.com/en/support/search/?keyword=oem%20drivers&t=PopupSuggestSearch","HUAWEI Search-Product,Manual,Usage Tips,FAQs,Softwares|HUAWEI Support Global","2","2019-10-13 18:41:31","0"
"http://consumer.huawei.com/en/support/index.htm","Support-HUAWEI Consumer Official site|HUAWEI Global","3","2019-10-13 18:41:22","0"
"https://consumer.huawei.com/en/support/index.htm","Support-HUAWEI Consumer Official site|HUAWEI Global","3","2019-10-13 18:41:22","0"
"https://consumer.huawei.com/en/support/","Support-HUAWEI Consumer Official site|HUAWEI Global","3","2019-10-13 18:41:22","0"
"https://developer.android.com/studio/run/oem-usb","Install OEM USB drivers  |  Android Developers","33","2019-10-13 18:41:17","8"
"https://developer.android.com/jetpack","Android Jetpack  |  Android Developers","3","2019-10-13 18:38:54","0"
"https://developer.android.com/tools/extras/oem-usb.html","Install OEM USB drivers  |  Android Developers","2","2019-10-13 18:37:29","0"
"https://consumer.huawei.com/en/support/hisuite/","HUAWEI Hisuite Free Download- Date Back up & Systern Update|HUAWEI Support Global","1","2019-10-13 18:36:07","1"
"http://www.mediafire.com/file/pvphm8fg518c3r5/Huawei_Mobile_Driver_v1.0.zip","Huawei_Mobile_Driver_v1.0","1","2019-10-13 18:35:57","0"
"http://www.mediafire.com/file/pvphm8fg518c3r5/Huawei_Mobile_Driver_v1.0.zip/file","Huawei_Mobile_Driver_v1.0","1","2019-10-13 18:35:57","0"
"https://huaweiflash.com/huawei-usb-drivers/","Download And Install Huawei USB Drivers For Windows","1","2019-10-13 18:35:34","0"
"https://www.google.com/search?q=huawei+usb+driver+windows+10&oq=huawei+usb+driver+&aqs=chrome.2.69i57j0l5.8669j0j1&sourceid=chrome&ie=UTF-8","huawei usb driver windows 10 - Google Search","3","2019-10-13 18:35:31","2"
"https://stackoverflow.com/questions/49175231/flutter-does-not-find-android-sdk","Flutter does not find android sdk - Stack Overflow","1","2019-10-13 18:16:09","0"
"https://www.google.com/search?q=X+Flutter+requires+Android+SDK+28+and+the+Android+BuildTools+28.0.3&oq=X+Flutter+requires+Android+SDK+28+and+the+Android+BuildTools+28.0.3&aqs=chrome..69i57j0l2.451j0j1&sourceid=chrome&ie=UTF-8","X Flutter requires Android SDK 28 and the Android BuildTools 28.0.3 - Google Search","3","2019-10-13 18:16:05","14"
"https://consumer.huawei.com/en/support/phones/p20-pro","HUAWEI P20 Pro: User guides,FAQs,recycling,repair services|HUAWEI Support Global","1","2019-10-13 18:13:54","0"
"https://consumer.huawei.com/en/support/phones/p20-pro/","HUAWEI P20 Pro: User guides,FAQs,recycling,repair services|HUAWEI Support Global","1","2019-10-13 18:13:54","0"
"https://flutter.dev/setup/#android-setup","Install - Flutter","1","2019-10-13 18:13:02","0"
"https://flutter.dev/docs/get-started/install#android-setup","Install - Flutter","1","2019-10-13 18:13:02","0"
"https://stackoverflow.com/questions/51860845/flutter-plugin-not-installed-error-when-running-flutter-doctor","dart - Flutter plugin not installed error;. When running flutter doctor - Stack Overflow","1","2019-10-13 18:10:49","0"
"https://www.google.com/search?q=android+studio+flutter+plugin+not+installed&oq=android+studio+flutt&aqs=chrome.2.0j69i57j0l4.4221j0j1&sourceid=chrome&ie=UTF-8","android studio flutter plugin not installed - Google Search","3","2019-10-13 18:09:54","0"
"https://stackoverflow.com/questions/49609889/flutter-doctor-doesnt-work-on-neither-command-prompt-or-powershell-window","flutter doctor doesn't work on neither Command Prompt or PowerShell window? - Stack Overflow","1","2019-10-13 18:02:43","0"
"https://www.google.com/search?q=flutter+is+not+recognized&oq=flutter+is+not+&aqs=chrome.0.0j69i57j0l4.2302j1j1&sourceid=chrome&ie=UTF-8","flutter is not recognized - Google Search","3","2019-10-13 18:02:42","33"
"https://git-scm.com/download/win","Git - Downloading Package","1","2019-10-13 17:52:33","0"
"https://flutter.dev/docs/get-started/editor","Set up an editor - Flutter","1","2019-10-13 17:52:20","0"
"https://flutter.io/get-started/test-drive/#vscode","Test drive - Flutter","1","2019-10-13 17:52:12","0"
"https://flutter.dev/get-started/test-drive/#vscode","Test drive - Flutter","1","2019-10-13 17:52:12","0"
"https://flutter.dev/docs/get-started/test-drive#vscode","Test drive - Flutter","1","2019-10-13 17:52:12","0"
"https://stackoverflow.com/questions/49280884/how-to-set-up-devices-for-vs-code-for-a-flutter-emulator/50998860","dart - How to set up devices for VS Code for a Flutter emulator - Stack Overflow","1","2019-10-13 17:51:59","0"
"https://www.google.com/search?newwindow=1&ei=p_OiXa_9JM-w9QOE14yoBQ&q=how+to+setup+emulator+in+visual+studio+code&oq=how+to+set+up+emulator+in+&gs_l=psy-ab.3.4.0i10l5j0i22i30l3j0i22i10i30l2.13884.18228..20871...0.4..0.66.1202.26......0....1..gws-wiz.......0i71j0i273j0i131j0j0i67.43uJI617Pdo","how to setup emulator in visual studio code - Google Search","3","2019-10-13 17:51:58","3"
"https://flutter.dev/docs/development/tools/vs-code","Visual Studio Code - Flutter","1","2019-10-13 17:51:37","0"
"https://www.google.com/search?q=set+up+flutter+in+vsc&oq=set+up+flutter+in+vsc&aqs=chrome..69i57j0l2.4519j0j1&sourceid=chrome&ie=UTF-8","set up flutter in vsc - Google Search","3","2019-10-13 17:51:36","7"
"https://www.google.com/search?q=go&oq=go&aqs=chrome..69i57l2j69i60l3.222j0j1&sourceid=chrome&ie=UTF-8","go - Google Search","3","2019-10-13 17:43:53","0"
"https://www.lucidchart.com/documents/edit/7d026259-357f-4770-a559-65bd55021fea/0_0","ICT2201 - SoftwareEngineering: Lucidchart","2","2019-10-13 17:35:03","0"
"https://www.lucidchart.com/documents/edit/7d026259-357f-4770-a559-65bd55021fea#","ICT2201 - SoftwareEngineering: Lucidchart","1","2019-10-13 17:35:02","0"
"https://www.lucidchart.com/documents/edit/7d026259-357f-4770-a559-65bd55021fea","ICT2201 - SoftwareEngineering: Lucidchart","1","2019-10-13 17:34:58","45"
"https://www.lucidchart.com/documents#docs?folder_id=shared&browser=icon&sort=saved-desc","Documents","1","2019-10-13 17:34:56","0"
"https://www.lucidchart.com/documents#docs?folder_id=home&browser=icon","Documents","1","2019-10-13 17:34:42","0"
"https://www.lucidchart.com/documents#docs?folder_id=home","Documents","1","2019-10-13 17:34:42","0"
"https://www.lucidchart.com/documents#docs","Documents","1","2019-10-13 17:34:42","0"
"https://www.lucidchart.com/users/login","Documents","2","2019-10-13 17:34:41","0"
"https://www.lucidchart.com/documents","Documents","1","2019-10-13 17:34:41","0"
"https://www.lucidchart.com/pages/","Online Diagram Software & Visual Solution | Lucidchart","1","2019-10-13 17:34:23","0"
"https://www.lucidchart.com/","Online Diagram Software & Visual Solution | Lucidchart","1","2019-10-13 17:34:22","151"
"https://www.google.com/search?q=lucid+chart&oq=lucid+cha&aqs=chrome.0.0j69i57j0l4.4456j0j1&sourceid=chrome&ie=UTF-8","lucid chart - Google Search","3","2019-10-13 17:34:20","0"
"https://sitsingaporetechedu-my.sharepoint.com/:w:/r/personal/1800601_sit_singaporetech_edu_sg/_layouts/15/Doc.aspx?sourcedoc=%7B48D52A8F-46BF-4E78-9D17-799982C4E90A%7D&file=M2%20Requirements.docx&action=default&mobileredirect=true","M2 Requirements.docx","5","2019-10-13 17:15:34","19"
"https://sitsingaporetechedu-my.sharepoint.com/personal/1800601_sit_singaporetech_edu_sg/_layouts/15/Doc.aspx?sourcedoc=%7B48D52A8F-46BF-4E78-9D17-799982C4E90A%7D&file=M2%20Requirements.docx&action=default&mobileredirect=true","M2 Requirements.docx","2","2019-10-13 17:15:34","13"
"https://sitsingaporetechedu-my.sharepoint.com/personal/1800601_sit_singaporetech_edu_sg/Documents/07.%20Sharing/2201/M2/M2%20Requirements.docx?web=1&ct=1570958134445&or=office%2Ecom&cid=a8e9f698-b134-4777-886c-c5f283eddf1a","M2 Requirements.docx","1","2019-10-13 17:15:34","0"
"https://www.office.com/launch/word?ui=en-US&rs=US&auth=2","Word","6","2019-10-13 17:15:32","0"
"https://www.speedtest.net/result/8670172641","Speedtest by Ookla - The Global Broadband Speed Test","1","2019-10-13 17:14:36","0"
"https://www.speedtest.net/","Speedtest by Ookla - The Global Broadband Speed Test","5","2019-10-13 17:13:55","0"
"https://www.speedtest.net/result/8670171590","Speedtest by Ookla - The Global Broadband Speed Test","1","2019-10-13 17:13:54","0"
"http://www.speedtest.com.sg/","The Singapore Broadband Speed Test","1","2019-10-13 17:12:47","0"
"https://www.google.com/search?q=speed+test&oq=speed+test&aqs=chrome.0.69i59j0l2j69i60l3.1169j0j1&sourceid=chrome&ie=UTF-8","speed test - Google Search","3","2019-10-13 17:12:38","0"
"https://www.speedtest.net/result/8670169065","Speedtest by Ookla - The Global Broadband Speed Test","1","2019-10-13 17:12:20","0"
"https://www.offensive-security.com/kali-linux-vmware-virtualbox-image-download/","Kali Linux Custom Image Downloads - Offensive Security","1","2019-10-13 17:10:17","0"
"https://www.offensive-security.com/kali-linux-vm-vmware-virtualbox-image-download/","Kali Linux Custom Image Downloads - Offensive Security","1","2019-10-13 17:10:17","0"
"https://www.kali.org/downloads/97/","Official Kali Linux Downloads","1","2019-10-13 17:10:04","212"
"https://www.kali.org/downloads/","Official Kali Linux Downloads","1","2019-10-13 17:10:04","0"
"https://www.google.com/search?newwindow=1&ei=remiXd60I9nbrQGvh4awDg&q=kali+linux+download&oq=kali+&gs_l=psy-ab.3.2.0i67l6j0l4.57897.58371..60732...0.5..0.65.262.5....2..0....1..gws-wiz.......0i71j0i273j0i131.ISSh-KinDPQ","kali linux download - Google Search","3","2019-10-13 17:10:03","0"
"https://www.speedtest.net/result/8670164835","Speedtest by Ookla - The Global Broadband Speed Test","1","2019-10-13 17:09:43","0"
"https://www.google.com/search?q=speed+test&oq=speed&aqs=chrome.0.0j69i57j0l4.2569j0j1&sourceid=chrome&ie=UTF-8","speed test - Google Search","3","2019-10-13 17:09:02","0"
"https://www.facebook.com/?stype=lo&jlou=AffcxcVlWQW28-b0mn9T5QR1rrFL8PRxqX_PRnhO_UwQHAezDDdt8eHqQpCrpKnqdps9lMuORazkh3mRqT4O9SWc&smuh=363&lh=Ac9A59fFtsDwEOmo","Facebook – log in or sign up","2","2019-10-13 17:07:18","0"
"https://www.facebook.com/login/device-based/regular/logout/?button_name=logout&button_location=settings","Facebook – log in or sign up","1","2019-10-13 17:07:17","77"
"https://www.facebook.com/settings","General Account Settings","1","2019-10-13 17:07:14","0"
"https://www.facebook.com/login/device-based/regular/login/?login_attempt=1&lwv=110","Facebook","1","2019-10-13 17:07:06","43"
"https://myaccount.google.com/?utm_source=sign_in_no_continue","Google Account","6","2019-10-13 17:03:33","0"
"https://accounts.google.com/","Google Account","2","2019-10-13 17:03:32","8"
"https://myaccount.google.com/?authuser=0&utm_source=sign_in_no_continue","Google Account","2","2019-10-13 17:03:32","147"
"https://in4sit.singaporetech.edu.sg/","My Homepage","9","2019-10-13 17:02:01","0"
"https://students.singaporetech.edu.sg/","Home","2","2019-10-13 17:01:58","0"
"https://sitsingaporetechedu.sharepoint.com/sites/students/","Home","2","2019-10-13 17:01:58","0"
